date,index_value,daily_return
2022-06-22,1690.4041008783,-0.0037172913
2022-06-23,1723.8362877766,0.0197776300
2022-06-24,1800.9558936276,0.0447371983
2022-06-27,1781.0517500668,-0.0110519884
2022-06-28,1720.6686677759,-0.0339030476
2022-06-29,1698.2959144430,-0.0130023599
2022-06-30,1671.1979100002,-0.0159559970
2022-07-01,1657.4945895259,-0.0081996994
2022-07-05,1686.4168742149,0.0174493992
2022-07-06,1693.6683582252,0.0042999356
2022-07-07,1744.5011762899,0.0300134426
2022-07-08,1745.4650051292,0.0005524954
2022-07-11,1705.9894333871,-0.0226160774
2022-07-12,1677.3005948684,-0.0168165394
2022-07-13,1680.2586940382,0.0017636071
2022-07-14,1678.8931992649,-0.0008126694
2022-07-15,1721.4004847906,0.0253186358
2022-07-18,1714.0511227987,-0.0042694086
2022-07-19,1780.6013906447,0.0388263028
2022-07-20,1825.3870318923,0.0251519748
2022-07-21,1858.6420758077,0.0182180783
2022-07-22,1813.9804620008,-0.0240291632
2022-07-25,1799.9340269591,-0.0077434324
2022-07-26,1753.8072547753,-0.0256269238
2022-07-27,1832.4020141524,0.0448137953
2022-07-28,1875.4645748532,0.0235006076
2022-07-29,1908.9798347552,0.0178703775
2022-08-01,1914.2301955686,0.0027503490
2022-08-02,1912.9584125592,-0.0006643835
2022-08-03,1966.0747681426,0.0277666024
2022-08-04,1980.2452952192,0.0072075220
2022-08-05,1994.3871523516,0.0071414674
2022-08-08,1978.4370988084,-0.0079974711
2022-08-09,1922.7661079590,-0.0281388733
2022-08-10,2008.4298020291,0.0445523216
2022-08-11,1990.9114685187,-0.0087224027
2022-08-12,2036.8345747010,0.0230663728
2022-08-15,2045.0723099588,0.0040443811
2022-08-16,2033.9320413873,-0.0054473715
2022-08-17,1997.5579846150,-0.0178836146
2022-08-18,2015.0765276304,0.0087699797
2022-08-19,1957.8789427088,-0.0283848202
2022-08-22,1898.4587825483,-0.0303492514
2022-08-23,1910.9302823236,0.0065692760
2022-08-24,1917.9187142757,0.0036570837
2022-08-25,1984.1209892569,0.0345177689
2022-08-26,1890.1245003505,-0.0473743735
2022-08-29,1861.3495877675,-0.0152238186
2022-08-30,1844.8976257525,-0.0088387276
2022-08-31,1826.1093274108,-0.0101839246
2022-09-01,1789.3626740163,-0.0201229208
2022-09-02,1769.9139621339,-0.0108690721
2022-09-06,1753.6619075742,-0.0091823981
2022-09-07,1789.1669612271,0.0202462365
2022-09-08,1817.0668002217,0.0155937593
2022-09-09,1872.1911847380,0.0303370160
2022-09-12,1892.5959625135,0.0108988750
2022-09-13,1786.0517090104,-0.0562952979
2022-09-14,1791.1350359982,0.0028461253
2022-09-15,1757.4490705289,-0.0188070496
2022-09-16,1737.3228441516,-0.0114519543
2022-09-19,1746.8384270330,0.0054771529
2022-09-20,1721.7584060065,-0.0143573788
2022-09-21,1700.6396805498,-0.0122657891
2022-09-22,1656.0593582170,-0.0262138552
2022-09-23,1622.9799944746,-0.0199747452
2022-09-26,1602.1172203935,-0.0128546095
2022-09-27,1610.5405328241,0.0052576131
2022-09-28,1648.9546983724,0.0238517223
2022-09-29,1604.7017447912,-0.0268369735
2022-09-30,1593.9466805532,-0.0067022201
2022-10-03,1651.0865830119,0.0358480639
2022-10-04,1717.9818733707,0.0405159191
2022-10-05,1723.0984887260,0.0029782709
2022-10-06,1709.4186019698,-0.0079391206
2022-10-07,1615.0689165095,-0.0551940206
2022-10-10,1563.8644120841,-0.0317042226
2022-10-11,1526.5383260153,-0.0238678531
2022-10-12,1521.2801051141,-0.0034445391
2022-10-13,1553.5499192989,0.0212122765
2022-10-14,1492.0403100858,-0.0395929403
2022-10-17,1550.2540053401,0.0390161679
2022-10-18,1570.4422893719,0.0130225653
2022-10-19,1563.7049714154,-0.0042900768
2022-10-20,1584.6391312269,0.0133875381
2022-10-21,1633.4435791744,0.0307984619
2022-10-24,1643.7887316149,0.0063333393
2022-10-25,1684.5630688264,0.0248050960
2022-10-26,1659.4609129309,-0.0149012859
2022-10-27,1644.4370777974,-0.0090534432
2022-10-28,1675.6321327506,0.0189700508
2022-10-31,1653.4987405572,-0.0132089805
2022-11-01,1656.3115978955,0.0017011548
2022-11-02,1593.1618940859,-0.0381267051
2022-11-03,1578.8281874049,-0.0089970183
2022-11-04,1599.0236965299,0.0127914546
2022-11-07,1616.7676308465,0.0110967301
2022-11-08,1639.5380451323,0.0140839128
2022-11-09,1600.3991162367,-0.0238719248
2022-11-10,1761.3080496163,0.1005430031
2022-11-11,1822.5714821181,0.0347829175
2022-11-14,1801.4243267292,-0.0116029224
2022-11-15,1847.5841217865,0.0256240545
2022-11-16,1791.1193394473,-0.0305614135
2022-11-17,1785.0747145521,-0.0033747751
2022-11-18,1791.6015656044,0.0036563461
2022-11-21,1768.1806685550,-0.0130726036
2022-11-22,1796.2367798140,0.0158672198
2022-11-23,1822.2934226056,0.0145062405
2022-11-25,1809.4348345891,-0.0070562665
2022-11-28,1774.9562943052,-0.0190548671
2022-11-29,1766.1208160097,-0.0049778568
2022-11-30,1844.0391300082,0.0441183374
2022-12-01,1861.7619367173,0.0096108626
2022-12-02,1839.5679298831,-0.0119209693
2022-12-05,1789.3194850211,-0.0273153516
2022-12-06,1755.5673781292,-0.0188630969
2022-12-07,1750.2890584939,-0.0030066175
2022-12-08,1789.1630500937,0.0222100409
2022-12-09,1777.9305819942,-0.0062780573
2022-12-12,1813.1583809484,0.0198139339
2022-12-13,1844.0755947765,0.0170515793
2022-12-14,1824.9571666702,-0.0103674861
2022-12-15,1755.6900446159,-0.0379554783
2022-12-16,1738.3880144073,-0.0098548319
2022-12-19,1711.3468028989,-0.0155553371
2022-12-20,1713.7547809640,0.0014070661
2022-12-21,1742.6398094805,0.0168548201
2022-12-22,1686.1180121700,-0.0324345840
2022-12-23,1684.7924932833,-0.0007861365
2022-12-27,1663.7154524539,-0.0125101702
2022-12-28,1646.2024405704,-0.0105264466
2022-12-29,1701.6601718441,0.0336882815
2022-12-30,1697.2841868670,-0.0025715975
2023-01-03,1690.7589799587,-0.0038444987
2023-01-04,1704.5350027581,0.0081478336
2023-01-05,1658.9075918629,-0.0267682452
2023-01-06,1712.1980060444,0.0321237991
2023-01-09,1744.9894369387,0.0191516581
2023-01-10,1761.8393539494,0.0096561714
2023-01-11,1790.3871377161,0.0162033977
2023-01-12,1805.5267719310,0.0084560673
2023-01-13,1814.8507089936,0.0051641090
2023-01-17,1829.5341187290,0.0080906984
2023-01-18,1802.4624948367,-0.0147970041
2023-01-19,1767.0257809785,-0.0196601671
2023-01-20,1824.3933249039,0.0324655953
2023-01-23,1887.2026328444,0.0344275037
2023-01-24,1876.8856691902,-0.0054668023
2023-01-25,1868.1120876615,-0.0046745423
2023-01-26,1910.1179073875,0.0224857063
2023-01-27,1917.5923974522,0.0039131040
2023-01-30,1870.9323792152,-0.0243326049
2023-01-31,1906.1667103917,0.0188324985
2023-02-01,1977.5632255038,0.0374555461
2023-02-02,2054.4128219279,0.0388607532
2023-02-03,1998.4394505102,-0.0272454352
2023-02-06,1960.9353313653,-0.0187667028
2023-02-07,2008.4048900607,0.0242076105
2023-02-08,1988.2172220263,-0.0100515928
2023-02-09,1988.2169960254,-0.0000001137
2023-02-10,1962.6110090365,-0.0128788694
2023-02-13,2003.3876300079,0.0207767208
2023-02-14,2043.3799424001,0.0199623437
2023-02-15,2058.1018740814,0.0072046962
2023-02-16,2007.4879698796,-0.0245925165
2023-02-17,1978.3117505828,-0.0145336957
2023-02-21,1931.4645069026,-0.0236804152
2023-02-22,1940.3440855861,0.0045973295
2023-02-23,1981.8976488650,0.0214155642
2023-02-24,1943.2158277464,-0.0195175675
2023-02-27,1956.9924433217,0.0070895962
2023-02-28,1960.0578482457,0.0015663857
2023-03-01,1948.2866563680,-0.0060055329
2023-03-02,1952.2818217504,0.0020506045
2023-03-03,1988.7822713250,0.0186963015
2023-03-06,1977.0387964140,-0.0059048570
2023-03-07,1951.6183477806,-0.0128578401
2023-03-08,1981.0830783513,0.0150975884
2023-03-09,1939.7662749363,-0.0208556642
2023-03-10,1891.4187158634,-0.0249244250
2023-03-13,1902.1470230385,0.0056720953
2023-03-14,1948.2732297424,0.0242495486
2023-03-15,1937.2641948810,-0.0056506627
2023-03-16,1998.4514988215,0.0315843880
2023-03-17,1981.7741561961,-0.0083451325
2023-03-20,1992.5597452774,0.0054423906
2023-03-21,2016.6086738060,0.0120693638
2023-03-22,1984.3630055069,-0.0159900474
2023-03-23,2021.0575245231,0.0184918379
2023-03-24,1995.3300041801,-0.0127297319
2023-03-27,1993.2503859863,-0.0010422427
2023-03-28,1979.2700113641,-0.0070138577
2023-03-29,2025.2912476933,0.0232516211
2023-03-30,2051.9387345595,0.0131573604
2023-03-31,2093.6402375762,0.0203229767
2023-04-03,2078.8518766652,-0.0070634680
2023-04-04,2058.9784186084,-0.0095598240
2023-04-05,2014.5298184202,-0.0215876960
2023-04-06,2011.1526533626,-0.0016764036
2023-04-10,2034.4933803992,0.0116056466
2023-04-11,2025.6275588799,-0.0043577539
2023-04-12,2018.0501176111,-0.0037407870
2023-04-13,2044.7903915308,0.0132505500
2023-04-14,2039.7219182643,-0.0024787251
2023-04-17,2048.5145004491,0.0043106769
2023-04-18,2055.0424218560,0.0031866611
2023-04-19,2028.8908742138,-0.0127255512
2023-04-20,2019.6631032527,-0.0045481850
2023-04-21,2019.7793191124,0.0000575422
2023-04-24,2012.8855289372,-0.0034131403
2023-04-25,1952.5330113531,-0.0299830848
2023-04-26,1989.6212869603,0.0189949544
2023-04-27,2042.6252818802,0.0266402432
2023-04-28,2035.4346850077,-0.0035202721
2023-05-01,2028.5444631785,-0.0033851353
2023-05-02,1994.5714189618,-0.0167474979
2023-05-03,1982.9133321698,-0.0058449082
2023-05-04,1995.3521078392,0.0062729800
2023-05-05,2043.6415005320,0.0242009380
2023-05-08,2067.8479380276,0.0118447573
2023-05-09,2057.3795122638,-0.0050624737
2023-05-10,2092.3241511083,0.0169850232
2023-05-11,2084.1160822094,-0.0039229432
2023-05-12,2077.9764716598,-0.0029459062
2023-05-15,2117.1586502101,0.0188559298
2023-05-16,2112.8645942991,-0.0020282164
2023-05-17,2160.1974628195,0.0224022252
2023-05-18,2224.9414890626,0.0299713463
2023-05-19,2214.7151662537,-0.0045962210
2023-05-22,2220.4150932705,0.0025736614
2023-05-23,2187.8657172265,-0.0146591402
2023-05-24,2181.4300690432,-0.0029415188
2023-05-25,2300.9213695362,0.0547765900
2023-05-26,2412.3346752970,0.0484211704
2023-05-30,2433.3292537568,0.0087030123
2023-05-31,2392.5636851160,-0.0167530015
2023-06-01,2419.0958338409,0.0110894221
2023-06-02,2431.5257096430,0.0051382321
2023-06-05,2429.3856238923,-0.0008801411
2023-06-06,2433.1091251751,0.0015326926
2023-06-07,2389.3272275852,-0.0179942186
2023-06-08,2420.3087031888,0.0129666105
2023-06-09,2423.2196873417,0.0012027326
2023-06-12,2483.0833584363,0.0247041865
2023-06-13,2509.2231470804,0.0105271491
2023-06-14,2535.1441600780,0.0103302941
2023-06-15,2552.8974481210,0.0070028712
2023-06-16,2519.4671907360,-0.0130950256
2023-06-20,2504.3756385165,-0.0059899777
2023-06-21,2455.8655920474,-0.0193701159
2023-06-22,2481.1954211331,0.0103140128
2023-06-23,2448.5600718339,-0.0131530749
2023-06-26,2437.4532676377,-0.0045360554
2023-06-27,2497.1799200949,0.0245037118
2023-06-28,2499.7234703275,0.0010185691
2023-06-29,2496.7324604336,-0.0011965363
2023-06-30,2532.3030058143,0.0142468390
2023-07-03,2539.5339243116,0.0028554713
2023-07-05,2513.0587821128,-0.0104251973
2023-07-06,2486.6368855719,-0.0105138394
2023-07-07,2481.0729671147,-0.0022375275
2023-07-10,2516.5352740294,0.0142931334
2023-07-11,2534.0050632999,0.0069420006
2023-07-12,2545.8116823329,0.0046592721
2023-07-13,2606.1660420436,0.0237073151
2023-07-14,2594.0431282390,-0.0046516276
2023-07-17,2632.3614650971,0.0147716653
2023-07-18,2643.7841598571,0.0043393337
2023-07-19,2635.9881657814,-0.0029488013
2023-07-20,2557.0318772214,-0.0299532030
2023-07-21,2566.1475420519,0.0035649398
2023-07-24,2571.1837327245,0.0019625491
2023-07-25,2597.7318419936,0.0103252478
2023-07-26,2562.7641371002,-0.0134608601
2023-07-27,2582.2764660996,0.0076137826
2023-07-28,2620.4863872358,0.0147969908
2023-07-31,2637.5632057858,0.0065166599
2023-08-01,2662.4984331947,0.0094538881
2023-08-02,2601.5099815233,-0.0229064742
2023-08-03,2602.6413478367,0.0004348883
2023-08-04,2612.0318350456,0.0036080604
2023-08-07,2635.7484843864,0.0090797704
2023-08-08,2590.1903400753,-0.0172847085
2023-08-09,2548.5961713939,-0.0160583445
2023-08-10,2549.4232412383,0.0003245198
2023-08-11,2520.5886205707,-0.0113102525
2023-08-14,2567.5045340014,0.0186130783
2023-08-15,2536.8875093708,-0.0119248181
2023-08-16,2506.5178469929,-0.0119712294
2023-08-17,2483.9783475451,-0.0089923555
2023-08-18,2499.4101543680,0.0062125368
2023-08-21,2563.1095759882,0.0254857817
2023-08-22,2554.5489465120,-0.0033399389
2023-08-23,2604.2302589688,0.0194481740
2023-08-24,2527.1274216924,-0.0296067665
2023-08-25,2547.9105739391,0.0082240223
2023-08-28,2565.4867248974,0.0068982605
2023-08-29,2614.7159247488,0.0191890293
2023-08-30,2633.1486760419,0.0070496191
2023-08-31,2659.6738083043,0.0100735414
2023-09-01,2685.7407855730,0.0098008174
2023-09-05,2694.9870784812,0.0034427347
2023-09-06,2683.8094253129,-0.0041475721
2023-09-07,2659.1165593820,-0.0092006778
2023-09-08,2659.3592560610,0.0000912697
2023-09-11,2683.5596841732,0.0091000973
2023-09-12,2633.5398729037,-0.0186393511
2023-09-13,2639.2421913634,0.0021652676
2023-09-14,2658.0623686604,0.0071309020
2023-09-15,2592.0929781208,-0.0248186014
2023-09-18,2595.2952476426,0.0012353992
2023-09-19,2579.4985591759,-0.0060866634
2023-09-20,2553.0780688728,-0.0102424908
2023-09-21,2488.0109327035,-0.0254857605
2023-09-22,2504.5909024824,0.0066639457
2023-09-25,2510.6933676314,0.0024365117
2023-09-26,2465.4481250752,-0.0180210149
2023-09-27,2487.8652539678,0.0090925170
2023-09-28,2530.0626501582,0.0169612868
2023-09-29,2541.5807296529,0.0045524879
2023-10-02,2554.7162680798,0.0051682554
2023-10-03,2489.8499784965,-0.0253907999
2023-10-04,2532.2370986773,0.0170239655
2023-10-05,2529.5530929438,-0.0010599346
2023-10-06,2597.4871881233,0.0268561650
2023-10-09,2607.4429589620,0.0038328469
2023-10-10,2633.5708424594,0.0100205005
2023-10-11,2661.7837142120,0.0107127825
2023-10-12,2660.2390657804,-0.0005803058
2023-10-13,2608.9855410138,-0.0192665108
2023-10-16,2647.3982373140,0.0147232308
2023-10-17,2637.6537404321,-0.0036807824
2023-10-18,2587.8896678455,-0.0188667951
2023-10-19,2553.1245309854,-0.0134337786
2023-10-20,2499.1453828160,-0.0211423875
2023-10-23,2507.4039329568,0.0033045497
2023-10-24,2538.4720105801,0.0123905356
2023-10-25,2458.3517513997,-0.0315623961
2023-10-26,2422.5295329293,-0.0145716407
2023-10-27,2452.6784763884,0.0124452326
2023-10-30,2470.3803263168,0.0072173545
2023-10-31,2509.7263814835,0.0159271246
2023-11-01,2557.5713451854,0.0190638167
2023-11-02,2595.1413033740,0.0146897009
2023-11-03,2653.7565397148,0.0225865298
2023-11-06,2645.5524403879,-0.0030915041
2023-11-07,2699.8489497138,0.0205236942
2023-11-08,2709.1560275198,0.0034472587
2023-11-09,2707.2279426167,-0.0007116921
2023-11-10,2784.5431208897,0.0285587989
2023-11-13,2780.2262321229,-0.0015503042
2023-11-14,2869.6917571231,0.0321792248
2023-11-15,2852.8496325741,-0.0058689664
2023-11-16,2830.1417779235,-0.0079597096
2023-11-17,2845.3965696854,0.0053901157
2023-11-20,2884.3091277100,0.0136756185
2023-11-21,2860.3173578264,-0.0083180300
2023-11-22,2878.1001942656,0.0062170851
2023-11-24,2880.7115397201,0.0009073157
2023-11-27,2878.8925281881,-0.0006314452
2023-11-28,2875.0376818988,-0.0013390032
2023-11-29,2917.3761899801,0.0147262446
2023-11-30,2921.6450171969,0.0014632419
2023-12-01,2922.2883221307,0.0002201859
2023-12-04,2885.5597433493,-0.0125684309
2023-12-05,2877.8700746886,-0.0026648794
2023-12-06,2843.9330958406,-0.0117923944
2023-12-07,2890.6439683021,0.0164247438
2023-12-08,2915.4140636855,0.0085690578
2023-12-11,2967.9920213422,0.0180344735
2023-12-12,2985.6316035473,0.0059432714
2023-12-13,3018.8681418273,0.0111321632
2023-12-14,3039.5652992012,0.0068559329
2023-12-15,3059.0517763937,0.0064109421
2023-12-18,3075.3584598376,0.0053306334
2023-12-19,3088.0736431499,0.0041345370
2023-12-20,3021.9569463924,-0.0214103368
2023-12-21,3086.9810953085,0.0215172321
2023-12-22,3083.4509851106,-0.0011435477
2023-12-26,3108.8020973187,0.0082216686
2023-12-27,3110.4391960769,0.0005266011
2023-12-28,3106.9299352444,-0.0011282204
2023-12-29,3084.3590782510,-0.0072646817
2024-01-02,2996.2383429060,-0.0285701934
2024-01-03,2957.9681431059,-0.0127727488
2024-01-04,2950.5946250009,-0.0024927645
2024-01-05,2964.4082823651,0.0046816520
2024-01-08,3062.6167926330,0.0331292119
2024-01-09,3061.5819291672,-0.0003379017
2024-01-10,3085.2084488823,0.0077170954
2024-01-11,3106.8396660007,0.0070112660
2024-01-12,3105.6413534316,-0.0003857015
2024-01-16,3126.6508996963,0.0067649622
2024-01-17,3103.7520758277,-0.0073237546
2024-01-18,3168.7181175555,0.0209314533
2024-01-19,3267.2411287964,0.0310923874
2024-01-22,3293.3321862195,0.0079856541
2024-01-23,3296.7865930088,0.0010489093
2024-01-24,3331.5025113986,0.0105302292
2024-01-25,3343.2865500072,0.0035371544
2024-01-26,3315.3308831793,-0.0083617322
2024-01-29,3365.2102236810,0.0150450565
2024-01-30,3350.4231275490,-0.0043941077
2024-01-31,3274.6724198550,-0.0226092958
2024-02-01,3328.3902811836,0.0164040412
2024-02-02,3423.9908624092,0.0287227678
2024-02-05,3421.5614273608,-0.0007095332
2024-02-06,3386.3465329272,-0.0102920538
2024-02-07,3454.5522525834,0.0201413881
2024-02-08,3506.8682491422,0.0151440745
2024-02-09,3590.2621616888,0.0237801670
2024-02-12,3561.5315679963,-0.0080023665
2024-02-13,3485.9618285382,-0.0212183264
2024-02-14,3554.3958210569,0.0196313086
2024-02-15,3537.0650896131,-0.0048758586
2024-02-16,3505.5595145211,-0.0089072647
2024-02-20,3454.8482344232,-0.0144659590
2024-02-21,3390.7362705493,-0.0185570999
2024-02-22,3557.5569038232,0.0491989409
2024-02-23,3550.6429331598,-0.0019434603
2024-02-26,3591.8166034841,0.0115961168
2024-02-27,3590.3469845516,-0.0004091576
2024-02-28,3579.6485678879,-0.0029797723
2024-02-29,3614.4217153958,0.0097141233
2024-03-01,3745.0299992961,0.0361353196
2024-03-04,3774.1618758695,0.0077788099
2024-03-05,3687.7348379741,-0.0228996637
2024-03-06,3752.1308300479,0.0174622078
2024-03-07,3815.1917561110,0.0168066970
2024-03-08,3711.0633901329,-0.0272930884
2024-03-11,3650.8439451653,-0.0162270052
2024-03-12,3729.6888156507,0.0215963409
2024-03-13,3685.0022705541,-0.0119813066
2024-03-14,3655.4562038415,-0.0080179236
2024-03-15,3609.1450688485,-0.0126690439
2024-03-18,3647.4505046405,0.0106134375
2024-03-19,3647.1589808672,-0.0000799254
2024-03-20,3697.7808023883,0.0138797957
2024-03-21,3759.0536481413,0.0165701671
2024-03-22,3758.2038675465,-0.0002260624
2024-03-25,3743.9362000353,-0.0037964059
2024-03-26,3746.6360769498,0.0007211333
2024-03-27,3734.8560564418,-0.0031441593
2024-03-28,3737.8415037009,0.0007993473
2024-04-01,3769.8560123991,0.0085649722
2024-04-02,3727.4137365871,-0.0112583281
2024-04-03,3768.5664603334,0.0110405570
2024-04-04,3687.0149584518,-0.0216399267
2024-04-05,3761.2586712012,0.0201365369
2024-04-08,3755.3534276945,-0.0015700179
2024-04-09,3764.0318808933,0.0023109551
2024-04-10,3735.0750486894,-0.0076930359
2024-04-11,3798.9841029805,0.0171105141
2024-04-12,3702.6983315885,-0.0253451367
2024-04-15,3633.9313128630,-0.0185721365
2024-04-16,3654.2658880165,0.0055957511
2024-04-17,3572.1151883911,-0.0224807669
2024-04-18,3539.9907082071,-0.0089931255
2024-04-19,3434.2812839431,-0.0298614977
2024-04-22,3465.3900604120,0.0090583077
2024-04-23,3546.2598055226,0.0233364048
2024-04-24,3557.4815040249,0.0031643757
2024-04-25,3572.9309112402,0.0043427934
2024-04-26,3651.7053878704,0.0220475790
2024-04-29,3651.9202479899,0.0000588383
2024-04-30,3566.7221006819,-0.0233296845
2024-05-01,3509.9292409333,-0.0159229842
2024-05-02,3566.7589629271,0.0161911304
2024-05-03,3619.9121092977,0.0149023657
2024-05-06,3689.5735337109,0.0192439546
2024-05-07,3653.7582995074,-0.0097071474
2024-05-08,3673.9525456860,0.0055269792
2024-05-09,3683.8926340572,0.0027055571
2024-05-10,3715.4840842071,0.0085755621
2024-05-13,3715.5963034453,0.0000302031
2024-05-14,3757.9457911068,0.0113977634
2024-05-15,3871.7741053907,0.0302900363
2024-05-16,3840.9816299343,-0.0079530661
2024-05-17,3828.1715574707,-0.0033351038
2024-05-20,3869.0959784866,0.0106903310
2024-05-21,3853.9199595651,-0.0039223682
2024-05-22,3860.2148249857,0.0016333669
2024-05-23,3857.2425962816,-0.0007699646
2024-05-24,3918.5417956701,0.0158919741
2024-05-28,3938.9868569265,0.0052175177
2024-05-29,3902.0957672534,-0.0093656290
2024-05-30,3822.0429702805,-0.0205153337
2024-05-31,3743.6340701189,-0.0205149185
2024-06-03,3742.2297034210,-0.0003751346
2024-06-04,3728.9580248371,-0.0035464628
2024-06-05,3868.9945332856,0.0375537905
2024-06-06,3841.4241827409,-0.0071259730
2024-06-07,3838.0171489564,-0.0008869194
2024-06-10,3899.2536732983,0.0159552503
2024-06-11,3913.5261255632,0.0036603036
2024-06-12,4015.9588764225,0.0261740302
2024-06-13,4043.4939020834,0.0068564013
2024-06-14,4035.9709108197,-0.0018605175
2024-06-17,4099.8408279609,0.0158251679
2024-06-18,4142.3842465193,0.0103768464
2024-06-20,4087.3116610099,-0.0132949003
2024-06-21,4057.6829043952,-0.0072489595
2024-06-24,3979.7903377376,-0.0191963168
2024-06-25,4036.2211810429,0.0141793508
2024-06-26,4032.2416641160,-0.0009859512
2024-06-27,4066.0717734250,0.0083899012
2024-06-28,4074.4444735954,0.0020591619
2024-07-01,4112.6635039521,0.0093801819
2024-07-02,4141.4294544663,0.0069944819
2024-07-03,4181.8039051590,0.0097489167
2024-07-05,4200.4557809746,0.0044602464
2024-07-08,4223.5578215484,0.0054998890
2024-07-09,4198.4790868123,-0.0059378220
2024-07-10,4249.3617849719,0.0121193168
2024-07-11,4169.5727970672,-0.0187766992
2024-07-12,4188.6033993531,0.0045641612
2024-07-15,4179.3701396823,-0.0022043767
2024-07-16,4176.4985069972,-0.0006870970
2024-07-17,3938.5865219678,-0.0569644607
2024-07-18,3899.5677541506,-0.0099067946
2024-07-19,3851.0575475169,-0.0124398933
2024-07-22,3923.5138735274,0.0188146568
2024-07-23,3932.9522220597,0.0024055856
2024-07-24,3737.4038693690,-0.0497205004
2024-07-25,3681.2809538639,-0.0150165509
2024-07-26,3727.8803097212,0.0126584622
2024-07-29,3711.5656291003,-0.0043763960
2024-07-30,3609.9484006831,-0.0273785347
2024-07-31,3792.1806102136,0.0504805580
2024-08-01,3643.1655853038,-0.0392953396
2024-08-02,3493.3154937208,-0.0411318366
2024-08-05,3414.3717861230,-0.0225985050
2024-08-06,3461.6866051939,0.0138575475
2024-08-07,3405.0948973728,-0.0163480159
2024-08-08,3565.1021193321,0.0469905324
2024-08-09,3587.9917646011,0.0064204739
2024-08-12,3597.1922512163,0.0025642441
2024-08-13,3707.6762495944,0.0307139543
2024-08-14,3740.1990160433,0.0087717385
2024-08-15,3864.9750141309,0.0333607911
2024-08-16,3851.5905010044,-0.0034630271
2024-08-19,3898.8746008655,0.0122765127
2024-08-20,3884.5861031648,-0.0036647749
2024-08-21,3917.9203078698,0.0085811471
2024-08-22,3812.1946729047,-0.0269851418
2024-08-23,3862.7070648118,0.0132502131
2024-08-26,3799.3599337207,-0.0163996726
2024-08-27,3806.9978991721,0.0020103295
2024-08-28,3756.7214299464,-0.0132063296
2024-08-29,3768.5024450727,0.0031359832
2024-08-30,3846.6556067403,0.0207385196
2024-09-03,3661.2744332204,-0.0481928180
2024-09-04,3642.4694727458,-0.0051361789
2024-09-05,3626.2768110640,-0.0044455175
2024-09-06,3509.3984027707,-0.0322309670
2024-09-09,3563.9255782787,0.0155374709
2024-09-10,3611.9513979657,0.0134755394
2024-09-11,3730.4855222417,0.0328171980
2024-09-12,3770.3159365827,0.0106770055
2024-09-13,3801.4756762056,0.0082644903
2024-09-16,3809.1788159999,0.0020263551
2024-09-17,3811.7349279110,0.0006710401
2024-09-18,3781.9432101502,-0.0078157895
2024-09-19,3913.9730351957,0.0349105784
2024-09-20,3907.9947745797,-0.0015274149
2024-09-23,3933.3700677635,0.0064931748
2024-09-24,3954.8350363496,0.0054571444
2024-09-25,3980.3225158839,0.0064446378
2024-09-26,4049.8726932358,0.0174735030
2024-09-27,3994.5184805529,-0.0136681365
2024-09-30,3984.4455996074,-0.0025216759
2024-10-01,3901.5949112451,-0.0207935298
2024-10-02,3943.8753710209,0.0108367118
2024-10-03,3956.6447897905,0.0032377846
2024-10-04,4030.3788666236,0.0186355058
2024-10-07,4002.7118188369,-0.0068646270
2024-10-08,4060.6088209079,0.0144644443
2024-10-09,4117.9906369328,0.0141313331
2024-10-10,4142.9208184031,0.0060539675
2024-10-11,4184.9518896307,0.0101452751
2024-10-14,4216.4800965475,0.0075337083
2024-10-15,4072.7914560936,-0.0340778652
2024-10-16,4065.5354030659,-0.0017815921
2024-10-17,4100.7423160111,0.0086598466
2024-10-18,4099.7570734222,-0.0002402596
2024-10-21,4089.9554188068,-0.0023907891
2024-10-22,4067.4236567726,-0.0055090483
2024-10-23,4005.0274632224,-0.0153404707
2024-10-24,4036.1164618450,0.0077624932
2024-10-25,4082.1946625772,0.0114164696
2024-10-28,4072.9185546344,-0.0022723336
2024-10-29,4156.0158842438,0.0204024040
2024-10-30,4125.1990694919,-0.0074149896
2024-10-31,3999.9991817832,-0.0303500233
2024-11-01,4040.0949057523,0.0100239330
2024-11-04,4032.0004334243,-0.0020035352
2024-11-05,4109.3937976555,0.0191947807
2024-11-06,4215.5293402073,0.0258275424
2024-11-07,4307.0244535518,0.0217043000
2024-11-08,4276.0093369014,-0.0072010542
2024-11-11,4261.5981968592,-0.0033702312
2024-11-12,4233.2054573075,-0.0066624628
2024-11-13,4228.7520055463,-0.0010520283
2024-11-14,4208.3722625997,-0.0048193280
2024-11-15,4086.2554111585,-0.0290175973
2024-11-18,4121.9761381395,0.0087416775
2024-11-19,4192.7375127533,0.0171668569
2024-11-20,4186.1898136633,-0.0015616764
2024-11-21,4318.8453528157,0.0316888495
2024-11-22,4339.6668241711,0.0048210736
2024-11-25,4342.7321752443,0.0007063563
2024-11-26,4338.9497559237,-0.0008709769
2024-11-27,4250.6765054609,-0.0203443818
2024-11-29,4302.9891026599,0.0123068874
2024-12-02,4364.5034256875,0.0142957190
2024-12-03,4393.4302169128,0.0066277394
2024-12-04,4515.3951993129,0.0277607647
2024-12-05,4457.8269166468,-0.0127493342
2024-12-06,4510.9141664267,0.0119087732
2024-12-09,4436.1732554162,-0.0165689056
2024-12-10,4333.1258201127,-0.0232289023
